image_fn,label_fn,gt_label_fn
dataset/Poland_dataset/HR_image/mazowieckie_36.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_36_esa.tif,dataset/Poland_dataset/HR_ground_truth/mazowieckie_36.tif
dataset/Poland_dataset/HR_image/lodzkie_17.tif,dataset/Poland_dataset/ESA_GLC10_label/lodzkie_17_esa.tif,dataset/Poland_dataset/HR_ground_truth/lodzkie_17.tif
dataset/Poland_dataset/HR_image/slaskie_13.tif,dataset/Poland_dataset/ESA_GLC10_label/slaskie_13_esa.tif,dataset/Poland_dataset/HR_ground_truth/slaskie_13.tif
dataset/Poland_dataset/HR_image/dolnoslaskie_27.tif,dataset/Poland_dataset/ESA_GLC10_label/dolnoslaskie_27_esa.tif,dataset/Poland_dataset/HR_ground_truth/dolnoslaskie_27.tif
dataset/Poland_dataset/HR_image/podkarpackie_14.tif,dataset/Poland_dataset/ESA_GLC10_label/podkarpackie_14_esa.tif,dataset/Poland_dataset/HR_ground_truth/podkarpackie_14.tif
dataset/Poland_dataset/HR_image/malopolskie_38.tif,dataset/Poland_dataset/ESA_GLC10_label/malopolskie_38_esa.tif,dataset/Poland_dataset/HR_ground_truth/malopolskie_38.tif
dataset/Poland_dataset/HR_image/lubuskie_7.tif,dataset/Poland_dataset/ESA_GLC10_label/lubuskie_7_esa.tif,dataset/Poland_dataset/HR_ground_truth/lubuskie_7.tif
dataset/Poland_dataset/HR_image/lodzkie_2.tif,dataset/Poland_dataset/ESA_GLC10_label/lodzkie_2_esa.tif,
dataset/Poland_dataset/HR_image/podkarpackie_8.tif,dataset/Poland_dataset/ESA_GLC10_label/podkarpackie_8_esa.tif,
dataset/Poland_dataset/HR_image/dolnoslaskie_13.tif,dataset/Poland_dataset/ESA_GLC10_label/dolnoslaskie_13_esa.tif,dataset/Poland_dataset/HR_ground_truth/dolnoslaskie_13.tif
dataset/Poland_dataset/HR_image/dolnoslaskie_18.tif,dataset/Poland_dataset/ESA_GLC10_label/dolnoslaskie_18_esa.tif,
dataset/Poland_dataset/HR_image/slaskie_2.tif,dataset/Poland_dataset/ESA_GLC10_label/slaskie_2_esa.tif,dataset/Poland_dataset/HR_ground_truth/slaskie_2.tif
dataset/Poland_dataset/HR_image/mazowieckie_18.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_18_esa.tif,dataset/Poland_dataset/HR_ground_truth/mazowieckie_18.tif
dataset/Poland_dataset/HR_image/warminsko-mazurskie_6.tif,dataset/Poland_dataset/ESA_GLC10_label/warminsko-mazurskie_6_esa.tif,
dataset/Poland_dataset/HR_image/pomorskie_39.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_39_esa.tif,dataset/Poland_dataset/HR_ground_truth/pomorskie_39.tif
dataset/Poland_dataset/HR_image/warminsko-mazurskie_9.tif,dataset/Poland_dataset/ESA_GLC10_label/warminsko-mazurskie_9_esa.tif,dataset/Poland_dataset/HR_ground_truth/warminsko-mazurskie_9.tif
dataset/Poland_dataset/HR_image/lodzkie_24.tif,dataset/Poland_dataset/ESA_GLC10_label/lodzkie_24_esa.tif,dataset/Poland_dataset/HR_ground_truth/lodzkie_24.tif
dataset/Poland_dataset/HR_image/malopolskie_17.tif,dataset/Poland_dataset/ESA_GLC10_label/malopolskie_17_esa.tif,dataset/Poland_dataset/HR_ground_truth/malopolskie_17.tif
dataset/Poland_dataset/HR_image/podlaskie_10.tif,dataset/Poland_dataset/ESA_GLC10_label/podlaskie_10_esa.tif,
dataset/Poland_dataset/HR_image/swietokrzyskie_21.tif,dataset/Poland_dataset/ESA_GLC10_label/swietokrzyskie_21_esa.tif,dataset/Poland_dataset/HR_ground_truth/swietokrzyskie_21.tif
dataset/Poland_dataset/HR_image/pomorskie_15.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_15_esa.tif,dataset/Poland_dataset/HR_ground_truth/pomorskie_15.tif
dataset/Poland_dataset/HR_image/mazowieckie_27.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_27_esa.tif,dataset/Poland_dataset/HR_ground_truth/mazowieckie_27.tif
dataset/Poland_dataset/HR_image/lubuskie_12.tif,dataset/Poland_dataset/ESA_GLC10_label/lubuskie_12_esa.tif,dataset/Poland_dataset/HR_ground_truth/lubuskie_12.tif
dataset/Poland_dataset/HR_image/lodzkie_13.tif,dataset/Poland_dataset/ESA_GLC10_label/lodzkie_13_esa.tif,dataset/Poland_dataset/HR_ground_truth/lodzkie_13.tif
dataset/Poland_dataset/HR_image/dolnoslaskie_16.tif,dataset/Poland_dataset/ESA_GLC10_label/dolnoslaskie_16_esa.tif,dataset/Poland_dataset/HR_ground_truth/dolnoslaskie_16.tif
dataset/Poland_dataset/HR_image/dolnoslaskie_4.tif,dataset/Poland_dataset/ESA_GLC10_label/dolnoslaskie_4_esa.tif,
dataset/Poland_dataset/HR_image/dolnoslaskie_11.tif,dataset/Poland_dataset/ESA_GLC10_label/dolnoslaskie_11_esa.tif,dataset/Poland_dataset/HR_ground_truth/dolnoslaskie_11.tif
dataset/Poland_dataset/HR_image/pomorskie_4.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_4_esa.tif,dataset/Poland_dataset/HR_ground_truth/pomorskie_4.tif
dataset/Poland_dataset/HR_image/malopolskie_36.tif,dataset/Poland_dataset/ESA_GLC10_label/malopolskie_36_esa.tif,dataset/Poland_dataset/HR_ground_truth/malopolskie_36.tif
dataset/Poland_dataset/HR_image/malopolskie_7.tif,dataset/Poland_dataset/ESA_GLC10_label/malopolskie_7_esa.tif,
dataset/Poland_dataset/HR_image/wielkopolskie_6.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_6_esa.tif,dataset/Poland_dataset/HR_ground_truth/wielkopolskie_6.tif
dataset/Poland_dataset/HR_image/swietokrzyskie_37.tif,dataset/Poland_dataset/ESA_GLC10_label/swietokrzyskie_37_esa.tif,dataset/Poland_dataset/HR_ground_truth/swietokrzyskie_37.tif
dataset/Poland_dataset/HR_image/slaskie_8.tif,dataset/Poland_dataset/ESA_GLC10_label/slaskie_8_esa.tif,
dataset/Poland_dataset/HR_image/mazowieckie_8.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_8_esa.tif,
dataset/Poland_dataset/HR_image/slaskie_6.tif,dataset/Poland_dataset/ESA_GLC10_label/slaskie_6_esa.tif,dataset/Poland_dataset/HR_ground_truth/slaskie_6.tif
dataset/Poland_dataset/HR_image/pomorskie_8.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_8_esa.tif,dataset/Poland_dataset/HR_ground_truth/pomorskie_8.tif
dataset/Poland_dataset/HR_image/wielkopolskie_37.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_37_esa.tif,dataset/Poland_dataset/HR_ground_truth/wielkopolskie_37.tif
dataset/Poland_dataset/HR_image/lodzkie_7.tif,dataset/Poland_dataset/ESA_GLC10_label/lodzkie_7_esa.tif,dataset/Poland_dataset/HR_ground_truth/lodzkie_7.tif
dataset/Poland_dataset/HR_image/malopolskie_4.tif,dataset/Poland_dataset/ESA_GLC10_label/malopolskie_4_esa.tif,dataset/Poland_dataset/HR_ground_truth/malopolskie_4.tif
dataset/Poland_dataset/HR_image/wielkopolskie_18.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_18_esa.tif,dataset/Poland_dataset/HR_ground_truth/wielkopolskie_18.tif
dataset/Poland_dataset/HR_image/warminsko-mazurskie_12.tif,dataset/Poland_dataset/ESA_GLC10_label/warminsko-mazurskie_12_esa.tif,dataset/Poland_dataset/HR_ground_truth/warminsko-mazurskie_12.tif
dataset/Poland_dataset/HR_image/warminsko-mazurskie_2.tif,dataset/Poland_dataset/ESA_GLC10_label/warminsko-mazurskie_2_esa.tif,
dataset/Poland_dataset/HR_image/podkarpackie_9.tif,dataset/Poland_dataset/ESA_GLC10_label/podkarpackie_9_esa.tif,dataset/Poland_dataset/HR_ground_truth/podkarpackie_9.tif
dataset/Poland_dataset/HR_image/swietokrzyskie_29.tif,dataset/Poland_dataset/ESA_GLC10_label/swietokrzyskie_29_esa.tif,
dataset/Poland_dataset/HR_image/malopolskie_22.tif,dataset/Poland_dataset/ESA_GLC10_label/malopolskie_22_esa.tif,dataset/Poland_dataset/HR_ground_truth/malopolskie_22.tif
dataset/Poland_dataset/HR_image/mazowieckie_39.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_39_esa.tif,
dataset/Poland_dataset/HR_image/pomorskie_26.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_26_esa.tif,dataset/Poland_dataset/HR_ground_truth/pomorskie_26.tif
dataset/Poland_dataset/HR_image/podlaskie_5.tif,dataset/Poland_dataset/ESA_GLC10_label/podlaskie_5_esa.tif,dataset/Poland_dataset/HR_ground_truth/podlaskie_5.tif
dataset/Poland_dataset/HR_image/wielkopolskie_21.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_21_esa.tif,
dataset/Poland_dataset/HR_image/pomorskie_25.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_25_esa.tif,
dataset/Poland_dataset/HR_image/lodzkie_6.tif,dataset/Poland_dataset/ESA_GLC10_label/lodzkie_6_esa.tif,dataset/Poland_dataset/HR_ground_truth/lodzkie_6.tif
dataset/Poland_dataset/HR_image/swietokrzyskie_40.tif,dataset/Poland_dataset/ESA_GLC10_label/swietokrzyskie_40_esa.tif,dataset/Poland_dataset/HR_ground_truth/swietokrzyskie_40.tif
dataset/Poland_dataset/HR_image/pomorskie_5.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_5_esa.tif,
dataset/Poland_dataset/HR_image/mazowieckie_35.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_35_esa.tif,
dataset/Poland_dataset/HR_image/mazowieckie_5.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_5_esa.tif,dataset/Poland_dataset/HR_ground_truth/mazowieckie_5.tif
dataset/Poland_dataset/HR_image/dolnoslaskie_36.tif,dataset/Poland_dataset/ESA_GLC10_label/dolnoslaskie_36_esa.tif,dataset/Poland_dataset/HR_ground_truth/dolnoslaskie_36.tif
dataset/Poland_dataset/HR_image/warminsko-mazurskie_4.tif,dataset/Poland_dataset/ESA_GLC10_label/warminsko-mazurskie_4_esa.tif,dataset/Poland_dataset/HR_ground_truth/warminsko-mazurskie_4.tif
dataset/Poland_dataset/HR_image/wielkopolskie_24.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_24_esa.tif,dataset/Poland_dataset/HR_ground_truth/wielkopolskie_24.tif
dataset/Poland_dataset/HR_image/zachodniopomorskie_6.tif,dataset/Poland_dataset/ESA_GLC10_label/zachodniopomorskie_6_esa.tif,
dataset/Poland_dataset/HR_image/warminsko-mazurskie_8.tif,dataset/Poland_dataset/ESA_GLC10_label/warminsko-mazurskie_8_esa.tif,dataset/Poland_dataset/HR_ground_truth/warminsko-mazurskie_8.tif
dataset/Poland_dataset/HR_image/mazowieckie_20.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_20_esa.tif,dataset/Poland_dataset/HR_ground_truth/mazowieckie_20.tif
dataset/Poland_dataset/HR_image/lodzkie_23.tif,dataset/Poland_dataset/ESA_GLC10_label/lodzkie_23_esa.tif,dataset/Poland_dataset/HR_ground_truth/lodzkie_23.tif
dataset/Poland_dataset/HR_image/kujawsko-pomorskie_14.tif,dataset/Poland_dataset/ESA_GLC10_label/kujawsko-pomorskie_14_esa.tif,
dataset/Poland_dataset/HR_image/slaskie_21.tif,dataset/Poland_dataset/ESA_GLC10_label/slaskie_21_esa.tif,dataset/Poland_dataset/HR_ground_truth/slaskie_21.tif
dataset/Poland_dataset/HR_image/podkarpackie_17.tif,dataset/Poland_dataset/ESA_GLC10_label/podkarpackie_17_esa.tif,dataset/Poland_dataset/HR_ground_truth/podkarpackie_17.tif
dataset/Poland_dataset/HR_image/mazowieckie_1.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_1_esa.tif,dataset/Poland_dataset/HR_ground_truth/mazowieckie_1.tif
dataset/Poland_dataset/HR_image/slaskie_3.tif,dataset/Poland_dataset/ESA_GLC10_label/slaskie_3_esa.tif,dataset/Poland_dataset/HR_ground_truth/slaskie_3.tif
dataset/Poland_dataset/HR_image/wielkopolskie_8.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_8_esa.tif,dataset/Poland_dataset/HR_ground_truth/wielkopolskie_8.tif
dataset/Poland_dataset/HR_image/lubuskie_1.tif,dataset/Poland_dataset/ESA_GLC10_label/lubuskie_1_esa.tif,dataset/Poland_dataset/HR_ground_truth/lubuskie_1.tif
dataset/Poland_dataset/HR_image/podkarpackie_18.tif,dataset/Poland_dataset/ESA_GLC10_label/podkarpackie_18_esa.tif,dataset/Poland_dataset/HR_ground_truth/podkarpackie_18.tif
dataset/Poland_dataset/HR_image/dolnoslaskie_34.tif,dataset/Poland_dataset/ESA_GLC10_label/dolnoslaskie_34_esa.tif,dataset/Poland_dataset/HR_ground_truth/dolnoslaskie_34.tif
dataset/Poland_dataset/HR_image/lubuskie_2.tif,dataset/Poland_dataset/ESA_GLC10_label/lubuskie_2_esa.tif,dataset/Poland_dataset/HR_ground_truth/lubuskie_2.tif
dataset/Poland_dataset/HR_image/podkarpackie_11.tif,dataset/Poland_dataset/ESA_GLC10_label/podkarpackie_11_esa.tif,
dataset/Poland_dataset/HR_image/mazowieckie_19.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_19_esa.tif,dataset/Poland_dataset/HR_ground_truth/mazowieckie_19.tif
dataset/Poland_dataset/HR_image/mazowieckie_34.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_34_esa.tif,dataset/Poland_dataset/HR_ground_truth/mazowieckie_34.tif
dataset/Poland_dataset/HR_image/lubuskie_5.tif,dataset/Poland_dataset/ESA_GLC10_label/lubuskie_5_esa.tif,dataset/Poland_dataset/HR_ground_truth/lubuskie_5.tif
dataset/Poland_dataset/HR_image/lodzkie_19.tif,dataset/Poland_dataset/ESA_GLC10_label/lodzkie_19_esa.tif,dataset/Poland_dataset/HR_ground_truth/lodzkie_19.tif
dataset/Poland_dataset/HR_image/swietokrzyskie_19.tif,dataset/Poland_dataset/ESA_GLC10_label/swietokrzyskie_19_esa.tif,dataset/Poland_dataset/HR_ground_truth/swietokrzyskie_19.tif
dataset/Poland_dataset/HR_image/malopolskie_13.tif,dataset/Poland_dataset/ESA_GLC10_label/malopolskie_13_esa.tif,
dataset/Poland_dataset/HR_image/dolnoslaskie_22.tif,dataset/Poland_dataset/ESA_GLC10_label/dolnoslaskie_22_esa.tif,dataset/Poland_dataset/HR_ground_truth/dolnoslaskie_22.tif
dataset/Poland_dataset/HR_image/lodzkie_14.tif,dataset/Poland_dataset/ESA_GLC10_label/lodzkie_14_esa.tif,dataset/Poland_dataset/HR_ground_truth/lodzkie_14.tif
dataset/Poland_dataset/HR_image/podlaskie_4.tif,dataset/Poland_dataset/ESA_GLC10_label/podlaskie_4_esa.tif,dataset/Poland_dataset/HR_ground_truth/podlaskie_4.tif
dataset/Poland_dataset/HR_image/mazowieckie_6.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_6_esa.tif,dataset/Poland_dataset/HR_ground_truth/mazowieckie_6.tif
dataset/Poland_dataset/HR_image/pomorskie_19.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_19_esa.tif,dataset/Poland_dataset/HR_ground_truth/pomorskie_19.tif
dataset/Poland_dataset/HR_image/pomorskie_9.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_9_esa.tif,dataset/Poland_dataset/HR_ground_truth/pomorskie_9.tif
dataset/Poland_dataset/HR_image/dolnoslaskie_24.tif,dataset/Poland_dataset/ESA_GLC10_label/dolnoslaskie_24_esa.tif,dataset/Poland_dataset/HR_ground_truth/dolnoslaskie_24.tif
dataset/Poland_dataset/HR_image/dolnoslaskie_31.tif,dataset/Poland_dataset/ESA_GLC10_label/dolnoslaskie_31_esa.tif,
dataset/Poland_dataset/HR_image/lubuskie_18.tif,dataset/Poland_dataset/ESA_GLC10_label/lubuskie_18_esa.tif,
dataset/Poland_dataset/HR_image/pomorskie_32.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_32_esa.tif,dataset/Poland_dataset/HR_ground_truth/pomorskie_32.tif
dataset/Poland_dataset/HR_image/wielkopolskie_20.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_20_esa.tif,dataset/Poland_dataset/HR_ground_truth/wielkopolskie_20.tif
dataset/Poland_dataset/HR_image/dolnoslaskie_12.tif,dataset/Poland_dataset/ESA_GLC10_label/dolnoslaskie_12_esa.tif,
dataset/Poland_dataset/HR_image/malopolskie_8.tif,dataset/Poland_dataset/ESA_GLC10_label/malopolskie_8_esa.tif,
dataset/Poland_dataset/HR_image/podlaskie_9.tif,dataset/Poland_dataset/ESA_GLC10_label/podlaskie_9_esa.tif,
dataset/Poland_dataset/HR_image/malopolskie_24.tif,dataset/Poland_dataset/ESA_GLC10_label/malopolskie_24_esa.tif,dataset/Poland_dataset/HR_ground_truth/malopolskie_24.tif
dataset/Poland_dataset/HR_image/pomorskie_31.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_31_esa.tif,dataset/Poland_dataset/HR_ground_truth/pomorskie_31.tif
dataset/Poland_dataset/HR_image/lubuskie_3.tif,dataset/Poland_dataset/ESA_GLC10_label/lubuskie_3_esa.tif,dataset/Poland_dataset/HR_ground_truth/lubuskie_3.tif
dataset/Poland_dataset/HR_image/podkarpackie_10.tif,dataset/Poland_dataset/ESA_GLC10_label/podkarpackie_10_esa.tif,dataset/Poland_dataset/HR_ground_truth/podkarpackie_10.tif
dataset/Poland_dataset/HR_image/warminsko-mazurskie_5.tif,dataset/Poland_dataset/ESA_GLC10_label/warminsko-mazurskie_5_esa.tif,dataset/Poland_dataset/HR_ground_truth/warminsko-mazurskie_5.tif
dataset/Poland_dataset/HR_image/mazowieckie_38.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_38_esa.tif,dataset/Poland_dataset/HR_ground_truth/mazowieckie_38.tif
dataset/Poland_dataset/HR_image/lodzkie_21.tif,dataset/Poland_dataset/ESA_GLC10_label/lodzkie_21_esa.tif,
dataset/Poland_dataset/HR_image/lodzkie_18.tif,dataset/Poland_dataset/ESA_GLC10_label/lodzkie_18_esa.tif,
dataset/Poland_dataset/HR_image/zachodniopomorskie_9.tif,dataset/Poland_dataset/ESA_GLC10_label/zachodniopomorskie_9_esa.tif,dataset/Poland_dataset/HR_ground_truth/zachodniopomorskie_9.tif
dataset/Poland_dataset/HR_image/wielkopolskie_15.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_15_esa.tif,
dataset/Poland_dataset/HR_image/wielkopolskie_13.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_13_esa.tif,
dataset/Poland_dataset/HR_image/pomorskie_12.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_12_esa.tif,
dataset/Poland_dataset/HR_image/swietokrzyskie_2.tif,dataset/Poland_dataset/ESA_GLC10_label/swietokrzyskie_2_esa.tif,dataset/Poland_dataset/HR_ground_truth/swietokrzyskie_2.tif
dataset/Poland_dataset/HR_image/pomorskie_7.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_7_esa.tif,dataset/Poland_dataset/HR_ground_truth/pomorskie_7.tif
dataset/Poland_dataset/HR_image/mazowieckie_14.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_14_esa.tif,dataset/Poland_dataset/HR_ground_truth/mazowieckie_14.tif
dataset/Poland_dataset/HR_image/wielkopolskie_39.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_39_esa.tif,dataset/Poland_dataset/HR_ground_truth/wielkopolskie_39.tif
dataset/Poland_dataset/HR_image/slaskie_22.tif,dataset/Poland_dataset/ESA_GLC10_label/slaskie_22_esa.tif,dataset/Poland_dataset/HR_ground_truth/slaskie_22.tif
dataset/Poland_dataset/HR_image/wielkopolskie_12.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_12_esa.tif,dataset/Poland_dataset/HR_ground_truth/wielkopolskie_12.tif
dataset/Poland_dataset/HR_image/lodzkie_22.tif,dataset/Poland_dataset/ESA_GLC10_label/lodzkie_22_esa.tif,dataset/Poland_dataset/HR_ground_truth/lodzkie_22.tif
dataset/Poland_dataset/HR_image/wielkopolskie_3.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_3_esa.tif,dataset/Poland_dataset/HR_ground_truth/wielkopolskie_3.tif
dataset/Poland_dataset/HR_image/wielkopolskie_1.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_1_esa.tif,
dataset/Poland_dataset/HR_image/slaskie_32.tif,dataset/Poland_dataset/ESA_GLC10_label/slaskie_32_esa.tif,dataset/Poland_dataset/HR_ground_truth/slaskie_32.tif
dataset/Poland_dataset/HR_image/slaskie_37.tif,dataset/Poland_dataset/ESA_GLC10_label/slaskie_37_esa.tif,dataset/Poland_dataset/HR_ground_truth/slaskie_37.tif
dataset/Poland_dataset/HR_image/kujawsko-pomorskie_8.tif,dataset/Poland_dataset/ESA_GLC10_label/kujawsko-pomorskie_8_esa.tif,
dataset/Poland_dataset/HR_image/mazowieckie_25.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_25_esa.tif,dataset/Poland_dataset/HR_ground_truth/mazowieckie_25.tif
dataset/Poland_dataset/HR_image/lubuskie_15.tif,dataset/Poland_dataset/ESA_GLC10_label/lubuskie_15_esa.tif,
dataset/Poland_dataset/HR_image/slaskie_28.tif,dataset/Poland_dataset/ESA_GLC10_label/slaskie_28_esa.tif,
dataset/Poland_dataset/HR_image/slaskie_33.tif,dataset/Poland_dataset/ESA_GLC10_label/slaskie_33_esa.tif,
dataset/Poland_dataset/HR_image/swietokrzyskie_39.tif,dataset/Poland_dataset/ESA_GLC10_label/swietokrzyskie_39_esa.tif,dataset/Poland_dataset/HR_ground_truth/swietokrzyskie_39.tif
dataset/Poland_dataset/HR_image/podlaskie_3.tif,dataset/Poland_dataset/ESA_GLC10_label/podlaskie_3_esa.tif,dataset/Poland_dataset/HR_ground_truth/podlaskie_3.tif
dataset/Poland_dataset/HR_image/malopolskie_26.tif,dataset/Poland_dataset/ESA_GLC10_label/malopolskie_26_esa.tif,dataset/Poland_dataset/HR_ground_truth/malopolskie_26.tif
dataset/Poland_dataset/HR_image/podkarpackie_16.tif,dataset/Poland_dataset/ESA_GLC10_label/podkarpackie_16_esa.tif,dataset/Poland_dataset/HR_ground_truth/podkarpackie_16.tif
dataset/Poland_dataset/HR_image/pomorskie_36.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_36_esa.tif,dataset/Poland_dataset/HR_ground_truth/pomorskie_36.tif
dataset/Poland_dataset/HR_image/malopolskie_2.tif,dataset/Poland_dataset/ESA_GLC10_label/malopolskie_2_esa.tif,dataset/Poland_dataset/HR_ground_truth/malopolskie_2.tif
dataset/Poland_dataset/HR_image/pomorskie_28.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_28_esa.tif,
dataset/Poland_dataset/HR_image/kujawsko-pomorskie_15.tif,dataset/Poland_dataset/ESA_GLC10_label/kujawsko-pomorskie_15_esa.tif,dataset/Poland_dataset/HR_ground_truth/kujawsko-pomorskie_15.tif
dataset/Poland_dataset/HR_image/swietokrzyskie_32.tif,dataset/Poland_dataset/ESA_GLC10_label/swietokrzyskie_32_esa.tif,
dataset/Poland_dataset/HR_image/zachodniopomorskie_4.tif,dataset/Poland_dataset/ESA_GLC10_label/zachodniopomorskie_4_esa.tif,dataset/Poland_dataset/HR_ground_truth/zachodniopomorskie_4.tif
dataset/Poland_dataset/HR_image/swietokrzyskie_8.tif,dataset/Poland_dataset/ESA_GLC10_label/swietokrzyskie_8_esa.tif,dataset/Poland_dataset/HR_ground_truth/swietokrzyskie_8.tif
dataset/Poland_dataset/HR_image/pomorskie_3.tif,dataset/Poland_dataset/ESA_GLC10_label/pomorskie_3_esa.tif,dataset/Poland_dataset/HR_ground_truth/pomorskie_3.tif
dataset/Poland_dataset/HR_image/malopolskie_12.tif,dataset/Poland_dataset/ESA_GLC10_label/malopolskie_12_esa.tif,
dataset/Poland_dataset/HR_image/podkarpackie_6.tif,dataset/Poland_dataset/ESA_GLC10_label/podkarpackie_6_esa.tif,dataset/Poland_dataset/HR_ground_truth/podkarpackie_6.tif
dataset/Poland_dataset/HR_image/kujawsko-pomorskie_7.tif,dataset/Poland_dataset/ESA_GLC10_label/kujawsko-pomorskie_7_esa.tif,
dataset/Poland_dataset/HR_image/malopolskie_5.tif,dataset/Poland_dataset/ESA_GLC10_label/malopolskie_5_esa.tif,dataset/Poland_dataset/HR_ground_truth/malopolskie_5.tif
dataset/Poland_dataset/HR_image/wielkopolskie_10.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_10_esa.tif,dataset/Poland_dataset/HR_ground_truth/wielkopolskie_10.tif
dataset/Poland_dataset/HR_image/lubuskie_13.tif,dataset/Poland_dataset/ESA_GLC10_label/lubuskie_13_esa.tif,dataset/Poland_dataset/HR_ground_truth/lubuskie_13.tif
dataset/Poland_dataset/HR_image/mazowieckie_32.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_32_esa.tif,dataset/Poland_dataset/HR_ground_truth/mazowieckie_32.tif
dataset/Poland_dataset/HR_image/lodzkie_1.tif,dataset/Poland_dataset/ESA_GLC10_label/lodzkie_1_esa.tif,dataset/Poland_dataset/HR_ground_truth/lodzkie_1.tif
dataset/Poland_dataset/HR_image/kujawsko-pomorskie_20.tif,dataset/Poland_dataset/ESA_GLC10_label/kujawsko-pomorskie_20_esa.tif,dataset/Poland_dataset/HR_ground_truth/kujawsko-pomorskie_20.tif
dataset/Poland_dataset/HR_image/dolnoslaskie_5.tif,dataset/Poland_dataset/ESA_GLC10_label/dolnoslaskie_5_esa.tif,
dataset/Poland_dataset/HR_image/kujawsko-pomorskie_18.tif,dataset/Poland_dataset/ESA_GLC10_label/kujawsko-pomorskie_18_esa.tif,
dataset/Poland_dataset/HR_image/kujawsko-pomorskie_12.tif,dataset/Poland_dataset/ESA_GLC10_label/kujawsko-pomorskie_12_esa.tif,dataset/Poland_dataset/HR_ground_truth/kujawsko-pomorskie_12.tif
dataset/Poland_dataset/HR_image/mazowieckie_2.tif,dataset/Poland_dataset/ESA_GLC10_label/mazowieckie_2_esa.tif,dataset/Poland_dataset/HR_ground_truth/mazowieckie_2.tif
dataset/Poland_dataset/HR_image/dolnoslaskie_25.tif,dataset/Poland_dataset/ESA_GLC10_label/dolnoslaskie_25_esa.tif,dataset/Poland_dataset/HR_ground_truth/dolnoslaskie_25.tif
dataset/Poland_dataset/HR_image/lodzkie_12.tif,dataset/Poland_dataset/ESA_GLC10_label/lodzkie_12_esa.tif,
dataset/Poland_dataset/HR_image/wielkopolskie_23.tif,dataset/Poland_dataset/ESA_GLC10_label/wielkopolskie_23_esa.tif,dataset/Poland_dataset/HR_ground_truth/wielkopolskie_23.tif
dataset/Poland_dataset/HR_image/lubuskie_16.tif,dataset/Poland_dataset/ESA_GLC10_label/lubuskie_16_esa.tif,
dataset/Poland_dataset/HR_image/swietokrzyskie_6.tif,dataset/Poland_dataset/ESA_GLC10_label/swietokrzyskie_6_esa.tif,dataset/Poland_dataset/HR_ground_truth/swietokrzyskie_6.tif
dataset/Poland_dataset/HR_image/swietokrzyskie_22.tif,dataset/Poland_dataset/ESA_GLC10_label/swietokrzyskie_22_esa.tif,dataset/Poland_dataset/HR_ground_truth/swietokrzyskie_22.tif
